agent,episode,action_id,count,pattern,region,concurrency,access_pattern,block_size,duration_s,memory_mb,copy_threads,cpu_threads,warm_copy,max_errors,stress_score
ppo,24,836,1,random,7,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.6456000000000004
ppo,24,270,1,walking_1_0,7,medium,random,page_4KB,120,4096,8,4,True,10,4.8299328
ppo,24,1042,2,march,4,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,13.325004
ppo,24,104,2,walking_1_0,2,high,rowhammer_like,page_4KB,30,4096,16,8,True,1,8.497104
ppo,24,1230,1,butterfly,2,low,random,page_4KB,120,1024,4,0,True,10,2.574
ppo,24,1581,1,solid,3,high,rowhammer_like,page_4KB,60,4096,16,8,True,1,9.733046400000001
ppo,24,203,1,walking_1_0,5,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,9.445201920000002
ppo,24,34,18,walking_1_0,0,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,12.745656
ppo,25,836,1,random,7,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.6456000000000004
ppo,25,270,1,walking_1_0,7,medium,random,page_4KB,120,4096,8,4,True,10,4.8299328
ppo,25,1042,1,march,4,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,13.325004
ppo,25,104,1,walking_1_0,2,high,rowhammer_like,page_4KB,30,4096,16,8,True,1,8.497104
ppo,25,636,1,random,1,high,sequential,page_4KB,30,4096,16,8,True,-1,4.16955
ppo,25,1615,1,solid,4,high,random,page_4KB,300,0,16,8,True,10,12.903659999999999
ppo,25,203,1,walking_1_0,5,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,9.445201920000002
ppo,25,1331,1,butterfly,4,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,25,1403,5,butterfly,6,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,26,836,1,random,7,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.6456000000000004
ppo,26,270,1,walking_1_0,7,medium,random,page_4KB,120,4096,8,4,True,10,4.8299328
ppo,26,1042,1,march,4,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,13.325004
ppo,26,104,1,walking_1_0,2,high,rowhammer_like,page_4KB,30,4096,16,8,True,1,8.497104
ppo,26,636,1,random,1,high,sequential,page_4KB,30,4096,16,8,True,-1,4.16955
ppo,26,1615,1,solid,4,high,random,page_4KB,300,0,16,8,True,10,12.903659999999999
ppo,26,203,1,walking_1_0,5,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,9.445201920000002
ppo,26,1331,1,butterfly,4,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,26,1403,12,butterfly,6,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,27,836,1,random,7,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.6456000000000004
ppo,27,270,1,walking_1_0,7,medium,random,page_4KB,120,4096,8,4,True,10,4.8299328
ppo,27,1042,1,march,4,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,13.325004
ppo,27,104,1,walking_1_0,2,high,rowhammer_like,page_4KB,30,4096,16,8,True,1,8.497104
ppo,27,636,1,random,1,high,sequential,page_4KB,30,4096,16,8,True,-1,4.16955
ppo,27,1615,1,solid,4,high,random,page_4KB,300,0,16,8,True,10,12.903659999999999
ppo,27,203,1,walking_1_0,5,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,9.445201920000002
ppo,27,1331,1,butterfly,4,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,27,1403,3,butterfly,6,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,28,836,1,random,7,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.6456000000000004
ppo,28,270,1,walking_1_0,7,medium,random,page_4KB,120,4096,8,4,True,10,4.8299328
ppo,28,1042,1,march,4,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,13.325004
ppo,28,104,1,walking_1_0,2,high,rowhammer_like,page_4KB,30,4096,16,8,True,1,8.497104
ppo,28,1230,1,butterfly,2,low,random,page_4KB,120,1024,4,0,True,10,2.574
ppo,28,1581,1,solid,3,high,rowhammer_like,page_4KB,60,4096,16,8,True,1,9.733046400000001
ppo,28,203,1,walking_1_0,5,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,9.445201920000002
ppo,28,1331,1,butterfly,4,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,28,1403,1,butterfly,6,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,29,836,1,random,7,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.6456000000000004
ppo,29,270,1,walking_1_0,7,medium,random,page_4KB,120,4096,8,4,True,10,4.8299328
ppo,29,1042,2,march,4,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,13.325004
ppo,29,104,2,walking_1_0,2,high,rowhammer_like,page_4KB,30,4096,16,8,True,1,8.497104
ppo,29,1230,1,butterfly,2,low,random,page_4KB,120,1024,4,0,True,10,2.574
ppo,29,1581,1,solid,3,high,rowhammer_like,page_4KB,60,4096,16,8,True,1,9.733046400000001
ppo,29,203,2,walking_1_0,5,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,9.445201920000002
ppo,29,636,1,random,1,high,sequential,page_4KB,30,4096,16,8,True,-1,4.16955
ppo,29,1615,1,solid,4,high,random,page_4KB,300,0,16,8,True,10,12.903659999999999
ppo,29,1331,1,butterfly,4,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,29,1403,2,butterfly,6,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,30,836,1,random,7,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.6456000000000004
ppo,30,270,1,walking_1_0,7,medium,random,page_4KB,120,4096,8,4,True,10,4.8299328
ppo,30,1042,1,march,4,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,13.325004
ppo,30,104,1,walking_1_0,2,high,rowhammer_like,page_4KB,30,4096,16,8,True,1,8.497104
ppo,30,636,1,random,1,high,sequential,page_4KB,30,4096,16,8,True,-1,4.16955
ppo,30,1615,1,solid,4,high,random,page_4KB,300,0,16,8,True,10,12.903659999999999
ppo,30,203,1,walking_1_0,5,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,9.445201920000002
ppo,30,1331,1,butterfly,4,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,30,1403,5,butterfly,6,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,31,836,1,random,7,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.6456000000000004
ppo,31,270,1,walking_1_0,7,medium,random,page_4KB,120,4096,8,4,True,10,4.8299328
ppo,31,1042,1,march,4,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,13.325004
ppo,31,104,1,walking_1_0,2,high,rowhammer_like,page_4KB,30,4096,16,8,True,1,8.497104
ppo,31,636,1,random,1,high,sequential,page_4KB,30,4096,16,8,True,-1,4.16955
ppo,31,1615,1,solid,4,high,random,page_4KB,300,0,16,8,True,10,12.903659999999999
ppo,31,203,1,walking_1_0,5,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,9.445201920000002
ppo,31,1331,1,butterfly,4,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,31,1403,18,butterfly,6,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,32,836,1,random,7,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.6456000000000004
ppo,32,270,1,walking_1_0,7,medium,random,page_4KB,120,4096,8,4,True,10,4.8299328
ppo,32,1042,1,march,4,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,13.325004
ppo,32,104,1,walking_1_0,2,high,rowhammer_like,page_4KB,30,4096,16,8,True,1,8.497104
ppo,32,1230,1,butterfly,2,low,random,page_4KB,120,1024,4,0,True,10,2.574
ppo,32,1581,1,solid,3,high,rowhammer_like,page_4KB,60,4096,16,8,True,1,9.733046400000001
ppo,32,203,1,walking_1_0,5,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,9.445201920000002
ppo,32,1331,1,butterfly,4,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,32,1403,12,butterfly,6,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,33,836,1,random,7,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.6456000000000004
ppo,33,270,1,walking_1_0,7,medium,random,page_4KB,120,4096,8,4,True,10,4.8299328
ppo,33,1042,1,march,4,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,13.325004
ppo,33,104,1,walking_1_0,2,high,rowhammer_like,page_4KB,30,4096,16,8,True,1,8.497104
ppo,33,636,1,random,1,high,sequential,page_4KB,30,4096,16,8,True,-1,4.16955
ppo,33,1615,1,solid,4,high,random,page_4KB,300,0,16,8,True,10,12.903659999999999
ppo,33,203,1,walking_1_0,5,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,9.445201920000002
ppo,33,1331,1,butterfly,4,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,33,1403,10,butterfly,6,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,34,836,1,random,7,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.6456000000000004
ppo,34,270,1,walking_1_0,7,medium,random,page_4KB,120,4096,8,4,True,10,4.8299328
ppo,34,1042,1,march,4,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,13.325004
ppo,34,104,1,walking_1_0,2,high,rowhammer_like,page_4KB,30,4096,16,8,True,1,8.497104
ppo,34,636,1,random,1,high,sequential,page_4KB,30,4096,16,8,True,-1,4.16955
ppo,34,1615,1,solid,4,high,random,page_4KB,300,0,16,8,True,10,12.903659999999999
ppo,34,203,1,walking_1_0,5,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,9.445201920000002
ppo,34,1331,1,butterfly,4,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,34,1403,5,butterfly,6,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,35,836,1,random,7,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.6456000000000004
ppo,35,270,1,walking_1_0,7,medium,random,page_4KB,120,4096,8,4,True,10,4.8299328
ppo,35,1042,1,march,4,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,13.325004
ppo,35,104,1,walking_1_0,2,high,rowhammer_like,page_4KB,30,4096,16,8,True,1,8.497104
ppo,35,1230,1,butterfly,2,low,random,page_4KB,120,1024,4,0,True,10,2.574
ppo,35,1581,1,solid,3,high,rowhammer_like,page_4KB,60,4096,16,8,True,1,9.733046400000001
ppo,35,203,1,walking_1_0,5,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,9.445201920000002
ppo,35,1331,1,butterfly,4,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,35,1403,13,butterfly,6,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,36,836,1,random,7,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.6456000000000004
ppo,36,270,1,walking_1_0,7,medium,random,page_4KB,120,4096,8,4,True,10,4.8299328
ppo,36,1042,1,march,4,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,13.325004
ppo,36,104,1,walking_1_0,2,high,rowhammer_like,page_4KB,30,4096,16,8,True,1,8.497104
ppo,36,1230,1,butterfly,2,low,random,page_4KB,120,1024,4,0,True,10,2.574
ppo,36,1581,1,solid,3,high,rowhammer_like,page_4KB,60,4096,16,8,True,1,9.733046400000001
ppo,36,203,1,walking_1_0,5,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,9.445201920000002
ppo,36,1331,1,butterfly,4,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,36,1403,6,butterfly,6,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,37,836,1,random,7,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.6456000000000004
ppo,37,270,1,walking_1_0,7,medium,random,page_4KB,120,4096,8,4,True,10,4.8299328
ppo,37,1042,2,march,4,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,13.325004
ppo,37,104,2,walking_1_0,2,high,rowhammer_like,page_4KB,30,4096,16,8,True,1,8.497104
ppo,37,1230,1,butterfly,2,low,random,page_4KB,120,1024,4,0,True,10,2.574
ppo,37,1581,1,solid,3,high,rowhammer_like,page_4KB,60,4096,16,8,True,1,9.733046400000001
ppo,37,203,2,walking_1_0,5,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,9.445201920000002
ppo,37,636,1,random,1,high,sequential,page_4KB,30,4096,16,8,True,-1,4.16955
ppo,37,1615,1,solid,4,high,random,page_4KB,300,0,16,8,True,10,12.903659999999999
ppo,37,1331,1,butterfly,4,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,37,1403,4,butterfly,6,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,38,836,1,random,7,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.6456000000000004
ppo,38,270,1,walking_1_0,7,medium,random,page_4KB,120,4096,8,4,True,10,4.8299328
ppo,38,1042,1,march,4,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,13.325004
ppo,38,104,1,walking_1_0,2,high,rowhammer_like,page_4KB,30,4096,16,8,True,1,8.497104
ppo,38,636,1,random,1,high,sequential,page_4KB,30,4096,16,8,True,-1,4.16955
ppo,38,1615,1,solid,4,high,random,page_4KB,300,0,16,8,True,10,12.903659999999999
ppo,38,203,1,walking_1_0,5,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,9.445201920000002
ppo,38,1331,1,butterfly,4,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,38,1403,6,butterfly,6,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,39,836,1,random,7,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.6456000000000004
ppo,39,270,1,walking_1_0,7,medium,random,page_4KB,120,4096,8,4,True,10,4.8299328
ppo,39,1042,2,march,4,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,13.325004
ppo,39,104,2,walking_1_0,2,high,rowhammer_like,page_4KB,30,4096,16,8,True,1,8.497104
ppo,39,1230,1,butterfly,2,low,random,page_4KB,120,1024,4,0,True,10,2.574
ppo,39,1581,1,solid,3,high,rowhammer_like,page_4KB,60,4096,16,8,True,1,9.733046400000001
ppo,39,203,2,walking_1_0,5,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,9.445201920000002
ppo,39,636,1,random,1,high,sequential,page_4KB,30,4096,16,8,True,-1,4.16955
ppo,39,1615,1,solid,4,high,random,page_4KB,300,0,16,8,True,10,12.903659999999999
ppo,39,1331,1,butterfly,4,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,39,1403,22,butterfly,6,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,40,836,1,random,7,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.6456000000000004
ppo,40,270,1,walking_1_0,7,medium,random,page_4KB,120,4096,8,4,True,10,4.8299328
ppo,40,1042,1,march,4,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,13.325004
ppo,40,104,1,walking_1_0,2,high,rowhammer_like,page_4KB,30,4096,16,8,True,1,8.497104
ppo,40,636,1,random,1,high,sequential,page_4KB,30,4096,16,8,True,-1,4.16955
ppo,40,1615,1,solid,4,high,random,page_4KB,300,0,16,8,True,10,12.903659999999999
ppo,40,203,1,walking_1_0,5,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,9.445201920000002
ppo,40,1331,1,butterfly,4,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,41,836,1,random,7,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.6456000000000004
ppo,41,270,1,walking_1_0,7,medium,random,page_4KB,120,4096,8,4,True,10,4.8299328
ppo,41,1042,2,march,4,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,13.325004
ppo,41,104,2,walking_1_0,2,high,rowhammer_like,page_4KB,30,4096,16,8,True,1,8.497104
ppo,41,1230,1,butterfly,2,low,random,page_4KB,120,1024,4,0,True,10,2.574
ppo,41,1581,1,solid,3,high,rowhammer_like,page_4KB,60,4096,16,8,True,1,9.733046400000001
ppo,41,203,1,walking_1_0,5,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,9.445201920000002
ppo,41,34,15,walking_1_0,0,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,12.745656
ppo,42,836,1,random,7,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.6456000000000004
ppo,42,270,1,walking_1_0,7,medium,random,page_4KB,120,4096,8,4,True,10,4.8299328
ppo,42,1042,1,march,4,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,13.325004
ppo,42,104,1,walking_1_0,2,high,rowhammer_like,page_4KB,30,4096,16,8,True,1,8.497104
ppo,42,636,1,random,1,high,sequential,page_4KB,30,4096,16,8,True,-1,4.16955
ppo,42,1615,1,solid,4,high,random,page_4KB,300,0,16,8,True,10,12.903659999999999
ppo,42,203,1,walking_1_0,5,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,9.445201920000002
ppo,42,1331,1,butterfly,4,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,42,1403,41,butterfly,6,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,43,836,1,random,7,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.6456000000000004
ppo,43,270,1,walking_1_0,7,medium,random,page_4KB,120,4096,8,4,True,10,4.8299328
ppo,43,1042,2,march,4,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,13.325004
ppo,43,104,2,walking_1_0,2,high,rowhammer_like,page_4KB,30,4096,16,8,True,1,8.497104
ppo,43,1230,1,butterfly,2,low,random,page_4KB,120,1024,4,0,True,10,2.574
ppo,43,1581,1,solid,3,high,rowhammer_like,page_4KB,60,4096,16,8,True,1,9.733046400000001
ppo,43,203,2,walking_1_0,5,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,9.445201920000002
ppo,43,636,1,random,1,high,sequential,page_4KB,30,4096,16,8,True,-1,4.16955
ppo,43,1615,1,solid,4,high,random,page_4KB,300,0,16,8,True,10,12.903659999999999
ppo,43,1331,1,butterfly,4,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,43,1403,13,butterfly,6,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,44,836,1,random,7,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.6456000000000004
ppo,44,270,1,walking_1_0,7,medium,random,page_4KB,120,4096,8,4,True,10,4.8299328
ppo,44,1042,2,march,4,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,13.325004
ppo,44,104,2,walking_1_0,2,high,rowhammer_like,page_4KB,30,4096,16,8,True,1,8.497104
ppo,44,1230,1,butterfly,2,low,random,page_4KB,120,1024,4,0,True,10,2.574
ppo,44,1581,1,solid,3,high,rowhammer_like,page_4KB,60,4096,16,8,True,1,9.733046400000001
ppo,44,203,2,walking_1_0,5,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,9.445201920000002
ppo,44,636,1,random,1,high,sequential,page_4KB,30,4096,16,8,True,-1,4.16955
ppo,44,1615,1,solid,4,high,random,page_4KB,300,0,16,8,True,10,12.903659999999999
ppo,44,1331,1,butterfly,4,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,44,1403,9,butterfly,6,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,45,836,1,random,7,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.6456000000000004
ppo,45,270,1,walking_1_0,7,medium,random,page_4KB,120,4096,8,4,True,10,4.8299328
ppo,45,1042,1,march,4,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,13.325004
ppo,45,104,1,walking_1_0,2,high,rowhammer_like,page_4KB,30,4096,16,8,True,1,8.497104
ppo,45,1230,1,butterfly,2,low,random,page_4KB,120,1024,4,0,True,10,2.574
ppo,45,1581,1,solid,3,high,rowhammer_like,page_4KB,60,4096,16,8,True,1,9.733046400000001
ppo,45,203,1,walking_1_0,5,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,9.445201920000002
ppo,45,1331,1,butterfly,4,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,45,1403,28,butterfly,6,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,46,836,1,random,7,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.6456000000000004
ppo,46,270,1,walking_1_0,7,medium,random,page_4KB,120,4096,8,4,True,10,4.8299328
ppo,46,1042,1,march,4,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,13.325004
ppo,46,104,1,walking_1_0,2,high,rowhammer_like,page_4KB,30,4096,16,8,True,1,8.497104
ppo,46,636,1,random,1,high,sequential,page_4KB,30,4096,16,8,True,-1,4.16955
ppo,46,1615,1,solid,4,high,random,page_4KB,300,0,16,8,True,10,12.903659999999999
ppo,46,203,1,walking_1_0,5,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,9.445201920000002
ppo,46,1331,1,butterfly,4,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,46,1403,10,butterfly,6,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,47,836,1,random,7,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.6456000000000004
ppo,47,270,1,walking_1_0,7,medium,random,page_4KB,120,4096,8,4,True,10,4.8299328
ppo,47,1042,2,march,4,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,13.325004
ppo,47,104,2,walking_1_0,2,high,rowhammer_like,page_4KB,30,4096,16,8,True,1,8.497104
ppo,47,1230,1,butterfly,2,low,random,page_4KB,120,1024,4,0,True,10,2.574
ppo,47,1581,1,solid,3,high,rowhammer_like,page_4KB,60,4096,16,8,True,1,9.733046400000001
ppo,47,203,2,walking_1_0,5,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,9.445201920000002
ppo,47,636,1,random,1,high,sequential,page_4KB,30,4096,16,8,True,-1,4.16955
ppo,47,1615,1,solid,4,high,random,page_4KB,300,0,16,8,True,10,12.903659999999999
ppo,47,1331,1,butterfly,4,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,47,1403,8,butterfly,6,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,48,836,1,random,7,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.6456000000000004
ppo,48,270,1,walking_1_0,7,medium,random,page_4KB,120,4096,8,4,True,10,4.8299328
ppo,48,1042,1,march,4,high,rowhammer_like,page_4KB,120,4096,16,8,True,1,13.325004
ppo,48,104,1,walking_1_0,2,high,rowhammer_like,page_4KB,30,4096,16,8,True,1,8.497104
ppo,48,1230,1,butterfly,2,low,random,page_4KB,120,1024,4,0,True,10,2.574
ppo,48,1581,1,solid,3,high,rowhammer_like,page_4KB,60,4096,16,8,True,1,9.733046400000001
ppo,48,203,1,walking_1_0,5,medium,rowhammer_like,page_4KB,300,4096,8,4,True,1,9.445201920000002
ppo,48,1331,1,butterfly,4,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,48,1403,3,butterfly,6,high,rowhammer_like,page_4KB,300,0,16,8,True,1,23.431408000000005
ppo,49,836,1,random,7,low,rowhammer_like,page_4KB,30,256,4,0,True,1,1.6456000000000004
ppo,49,270,1,walking_1_0,7,medium,random,page_4KB,120,4096,8,4,True,10,4.8299328
